CO_UNIDADE,CO_CNES,NU_CNPJ_MANTENEDORA,TP_PFPJ,NIVEL_DEP,NO_RAZAO_SOCIAL,NO_FANTASIA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_CPF,NU_CNPJ,CO_ATIVIDADE,CO_CLIENTELA,TP_UNIDADE,CO_ESTADO_GESTOR,CO_MUNICIPIO_GESTOR,TP_ESTAB_SEMPRE_ABERTO,CO_TIPO_UNIDADE,NO_FANTASIA_ABREV,TP_GESTAO,competencia,LATITUDE,LONGITUDE,ano,mes
3550309602305,9602305,"",3,1,RAIA DROGASIL S A,RAIA LAPA B,R AFONSO SARDINHA,13,"",LAPA,5076000,"",61585865073205,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5224261,-46.7042344,2018,12
3550309602305,9602305,"",3,1,RAIA DROGASIL S A,RAIA LAPA B,R AFONSO SARDINHA,13,"",LAPA,5076000,"",61585865073205,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5224261,-46.7042344,2018,12
3550309601074,9601074,"",3,1,RAIA DROGASIL S A,DROGASIL CIDADE JARDIM,R DR MARIO FERRAZ,247,"",JARDIM AMERICA,1453010,"",61585865020691,4,1,43,35,355030,S,"","",M,2018-12-01,-23.5827481,-46.686348,2018,12
3550309601074,9601074,"",3,1,RAIA DROGASIL S A,DROGASIL CIDADE JARDIM,R DR MARIO FERRAZ,247,"",JARDIM AMERICA,1453010,"",61585865020691,4,1,43,35,355030,S,"","",M,2018-12-01,-23.5827481,-46.686348,2018,12
3550309602275,9602275,"",3,1,RAIA DROGASIL S A,DROGASIL VILA OLIMPIA 3,RUA JOAO CACHOEIRA,1244,1246,VILA NOVA CONCEICAO,4535005,"",61585865170740,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5912455,-46.6759832,2018,12
3550309602275,9602275,"",3,1,RAIA DROGASIL S A,DROGASIL VILA OLIMPIA 3,RUA JOAO CACHOEIRA,1244,1246,VILA NOVA CONCEICAO,4535005,"",61585865170740,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5912455,-46.6759832,2018,12
3550309610278,9610278,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE BROOKLIN,AVENIDA PADRE ANTONIO JOSE DOS SANTOS,281,"",CIDADE MONCOES,4563010,"",61549259003368,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6141537,-46.68222919999999,2018,12
3550309610278,9610278,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE BROOKLIN,AVENIDA PADRE ANTONIO JOSE DOS SANTOS,281,"",CIDADE MONCOES,4563010,"",61549259003368,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6141537,-46.68222919999999,2018,12
3550309602151,9602151,"",3,1,RAIA DROGASIL S A,DROGASIL JARDIM MARAJOARA 2,RUA SOCRATES,250,"",VILA SOFIA,4671070,"",61585865172017,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6566642,-46.69169600000001,2018,12
3550309602151,9602151,"",3,1,RAIA DROGASIL S A,DROGASIL JARDIM MARAJOARA 2,RUA SOCRATES,250,"",VILA SOFIA,4671070,"",61585865172017,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6566642,-46.69169600000001,2018,12
3550309601392,9601392,"",3,1,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO JUVENTUS,RUA JUVENTUS,337,"",PARQUE DA MOOCA,3124020,"",61412110025140,4,3,43,35,355030,S,"","",M,2018-12-01,-23.5697036,-46.59161899999999,2018,12
3550309602453,9602453,"",3,1,RAIA DROGASIL S A,RAIA REAL PARQUE B,RUA BARAO DE MELGACO,214,220 E 226,REAL PARQUE,5684030,"",61585865168338,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6090573,-46.7070532,2018,12
3550309602453,9602453,"",3,1,RAIA DROGASIL S A,RAIA REAL PARQUE B,RUA BARAO DE MELGACO,214,220 E 226,REAL PARQUE,5684030,"",61585865168338,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6090573,-46.7070532,2018,12
3550309602135,9602135,"",3,1,RAIA DROGASIL S A,DROGASIL HIGIENOPOLIS 2,R SABARA,442,"",HIGIENOPOLIS,1239010,"",61585865143505,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5472232,-46.65511739999999,2018,12
3550309602135,9602135,"",3,1,RAIA DROGASIL S A,DROGASIL HIGIENOPOLIS 2,R SABARA,442,"",HIGIENOPOLIS,1239010,"",61585865143505,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5472232,-46.65511739999999,2018,12
3550309623728,9623728,"",3,1,DROGARIA SAO PAULO,DROGARIA SAO PAULO BRIGADEIRO II,AVENIDA BRIGADEIRO LUIS ANTONIO,2460,"",JARDIM PAULISTA,1402000,"",61412110094389,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5688469,-46.650372,2018,12
3550309602127,9602127,"",3,1,RAIA DROGASIL S A,DROGASIL CIDADE ADEMAR 1,AV CUPECE,2756,2768,JARDIM PRUDENCIA,4366000,"",61585865162054,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6654045,-46.6584832,2018,12
3550309602127,9602127,"",3,1,RAIA DROGASIL S A,DROGASIL CIDADE ADEMAR 1,AV CUPECE,2756,2768,JARDIM PRUDENCIA,4366000,"",61585865162054,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6654045,-46.6584832,2018,12
3550309637117,9637117,"",3,1,DROGARIA FARMA PAULISTA,FARMELHOR,ALAMEDA JOAQUIM EUGENIO DE LIMA,1289,"",JARDIM PAULISTA,1403003,"",10442116000134,4,"",43,35,355030,N,"","",M,2018-12-01,-23.5714647,-46.6558956,2018,12
3550309602089,9602089,"",3,1,RAIA DROGASIL S A,DROGASIL BROOKLIN 3,AV MORUMBI,7920,"",SANTO AMARO,4703003,"",61585865163450,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6201128,-46.6942859,2018,12
3550309602089,9602089,"",3,1,RAIA DROGASIL S A,DROGASIL BROOKLIN 3,AV MORUMBI,7920,"",SANTO AMARO,4703003,"",61585865163450,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6201128,-46.6942859,2018,12
3550309602089,9602089,"",3,1,RAIA DROGASIL S A,DROGASIL BROOKLIN 3,AV MORUMBI,7920,"",SANTO AMARO,4703003,"",61585865163450,4,1,43,35,355030,N,"","",M,2018-12-01,-23.6201128,-46.6942859,2018,12
3550309663282,9663282,"",3,1,DIMED S A DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FILIAL 804,AV PALESTRA ITALIA,500,"",PERDIZES,5001200,"",92665611046169,4,3,43,35,355030,N,"","",M,2018-12-01,-23.5264048,-46.6807842,2018,12
3550309663819,9663819,"",3,1,STAR FARMA DROGARIA LTDA EPP,STAR FARMA DROGARIA LTDA,RUA MARCELINA,478,"",VL ROMANA,5044010,"",3857267000198,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5301031,-46.6973053,2018,12
3550309637109,9637109,"",3,1,DEMAC PRODUTOS FARMACEUTICOS LTDA,BIFARMA,PRACA HENRIQUE DUMONT VILLARES,13,"",JAGUARE,5335040,"",65837916003676,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5482223,-46.74977819999999,2018,12
3550309610316,9610316,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE SANTANA,RUA VOLUNTARIOS DA PATRIA,1876,"",SANTANA,2010600,"",61549259001748,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5038188,-46.6261356,2018,12
3550309602704,9602704,"",3,1,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS S A,EXTRAFARMA AV BRIGADEIRO 2,AVENIDA BRIGADEIRO LUIS ANTONIO,2162,LOJA 18 E 19 29 E 30,BELA VISTA,1318002,"",4899316042708,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5666996,-46.6485882,2018,12
3550309602704,9602704,"",3,1,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS S A,EXTRAFARMA AV BRIGADEIRO 2,AVENIDA BRIGADEIRO LUIS ANTONIO,2162,LOJA 18 E 19 29 E 30,BELA VISTA,1318002,"",4899316042708,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5670604,-46.648823,2018,12
3550303644006,3644006,"",3,1,FARMACIA POPULAR DO BRASIL FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL V MARIA,AV GUILHERME COTCHING,1061,"",VILA MARIA,2113013,"",33781055003665,4,3,43,35,355030,"","","",M,2018-12-01,-23.5195915,-46.5909527,2018,12
3550309263101,9263101,"",3,1,RAIA DROGASIL SA,POSTO DE VACINACAO DA DROGASIL PAMPLONA,RUA PAMPLONA,1792,"",JD PAULISTA,1405002,"",61585865004734,4,3,43,35,355030,S,"","",M,2018-12-01,-23.5713646,-46.66168889999999,2018,12
3550309263101,9263101,"",3,1,RAIA DROGASIL SA,POSTO DE VACINACAO DA DROGASIL PAMPLONA,RUA PAMPLONA,1792,"",JD PAULISTA,1405002,"",61585865004734,4,3,43,35,355030,S,"","",M,2018-12-01,-23.5713646,-46.66168889999999,2018,12
3550309686991,9686991,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE BARAO,RUA BARAAO DE ITAPETINIGA,140,"",CENTRO,1228200,"",61549259001667,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5446193,-46.6402898,2018,12
3550309686991,9686991,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE BARAO,RUA BARAAO DE ITAPETINIGA,140,"",CENTRO,1228200,"",61549259001667,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5446193,-46.6402898,2018,12
3550309687009,9687009,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE BRIGADEIRO,AV BRIGADEIRO LUIS ANTONIO,2183,"",BELA VISTA,1317002,"",61549259001403,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5670819,-46.648452,2018,12
3550309687009,9687009,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE BRIGADEIRO,AV BRIGADEIRO LUIS ANTONIO,2183,"",BELA VISTA,1317002,"",61549259001403,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5670819,-46.648452,2018,12
3550309663827,9663827,"",3,1,DROGARIA YUMI LTDA ME,DROGARIA YUMI DROGARIA BAHIA,RUA ALEXANDRE DUMAS,873,"",CHACARA SANTA ANTONI,4717001,"",1287560000131,4,3,43,35,355030,N,"","",M,2018-12-01,-23.6346031,-46.7002075,2018,12
3550309658157,9658157,"",3,1,CARREFOUR COMERCIO E INDUSTRIA LTDA,DROGARIA CARREFOUR,AV JOSE CESAR DE OLIVEIRA,500,BOX 101,VILA LEOPOLDINA,5317000,"",45543915081599,4,3,43,35,355030,N,"","",M,2018-12-01,-23.5387592,-46.7341367,2018,12
3550309663258,9663258,"",3,1,DROGARIA BRASIL03 LTDA,DROGARIA BRASIL03 LTDA,AVENIDA CANDIDO PORTINARI,468,"",VILA JAGUARA,5114000,"",30570564000120,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5080101,-46.7514063,2018,12
3550303554473,3554473,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX CS I DR VICTOR A H MELLO PINHEIROS SAO PAULO,RUA FERREIRA DE ARAUJO,789,"",PINHEIROS,5428002,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.5647033,-46.6976573,2018,12
3550306423094,6423094,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX HOSPITAL HELIOPOLIS,RUA CONEGO XAVIER,276,3 ANDAR,SACOMAN,4231030,"","",4,"",43,35,355030,"","","",E,2018-12-01,-23.607451,-46.59577700000001,2018,12
3550303553906,3553906,33781055000135,3,3,FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL CAPELA DO SOCORRO,AV CARLOS OBERHUBER,394,"",VILA SAO JOSE,4836130,"",33781055004041,4,1,43,35,355030,"","","",M,2018-12-01,-23.7413636,-46.7091179,2018,12
3550303553914,3553914,"",3,1,FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL LAPA,R GUAICURUS,1000,"",AGUA BRANCA,5033001,"",33781055003070,4,3,43,35,355030,"","","",M,2018-12-01,-23.5224163,-46.6957578,2018,12
3550303553892,3553892,33781055000135,3,3,FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL IPIRANGA,AVDO CURSINO,1274,"",SAUDE,4132000,"",33781055004203,4,1,43,35,355030,"","","",M,2018-12-01,-23.6138429,-46.6175169,2018,12
3550306300081,6300081,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX HOSPITAL REGIONAL SUL SAO PAULO,RUA GENERAL ROBERTO ALVES DE CARVALHO FILHO,270,"",SANTO AMARO,4744000,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.6557445,-46.7058782,2018,12
3550307423934,7423934,33781055000135,3,3,FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL V MARIANA,AVN JABAQUARA,1820,"",V MARIANA,4046300,"",33781055004475,4,3,43,35,355030,"","","",M,2018-12-01,-23.6202508,-46.6399403,2018,12
3550303553868,3553868,33781055000135,3,3,FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL CAMPO LIMPO,RUA BATISTA CRESPO,65,"",CAMPO LIMPO,5786040,"",33781055002693,4,1,43,35,355030,"","","",M,2018-12-01,-23.6316283,-46.77095749999999,2018,12
3550303553957,3553957,33781055000135,3,3,FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL FREGUESIA DO O,RUA JAVORAU,70,"",FREGUESIA DO O,2732000,"",33781055002774,4,1,43,35,355030,"","","",M,2018-12-01,-23.5006166,-46.6954182,2018,12
3550303553876,3553876,33781055000135,3,3,FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL PENHA,LARGO DO ROSARIO,121,"",PENHA,3634020,"",33781055004394,4,1,43,35,355030,"","","",M,2018-12-01,-23.5249709,-46.5489786,2018,12
3550309610308,9610308,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE PAULISTA,AV PAULISTA,2408,LOJA 1,BELA VISTA,1310300,"",61549259002124,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5562269,-46.6618948,2018,12
3550309610308,9610308,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE PAULISTA,AV PAULISTA,2408,LOJA 1,BELA VISTA,1310300,"",61549259002124,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5562269,-46.6618948,2018,12
3550309623744,9623744,"",3,1,DROGARIA SAO PAULO,DROGARIA SAO PAULO VERGUEIRO,R VERGUEIRO,4052,"",VILA MARIANA,4102002,"",61412110093064,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5949726,-46.6281897,2018,12
3550306352790,6352790,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX CRT AIDS,RUA SANTA CRUZ,81,"",VILA MARIANA,4121000,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.5968729,-46.63580779999999,2018,12
3550309663835,9663835,"",3,1,CIP FARMCEUTICA LTDA,CIP FARMACEUTICA,RUA CARDEAL ARCOVERDE,745,CONJ 703,PINHEIROS,5407001,"",26509586000108,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5567626,-46.6798501,2018,12
3550309663835,9663835,"",3,1,CIP FARMCEUTICA LTDA,CIP FARMACEUTICA,RUA CARDEAL ARCOVERDE,745,CONJ 703,PINHEIROS,5407001,"",26509586000108,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5567626,-46.6798501,2018,12
3550309602291,9602291,"",3,1,RAIA DROGASIL S A,RAIA HIGIENOPOLIS C,RUA MARANHAO,812,"",HIGIENOPOLIS,1240000,"",61585865174303,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5426036,-46.6598078,2018,12
3550309602291,9602291,"",3,1,RAIA DROGASIL S A,RAIA HIGIENOPOLIS C,RUA MARANHAO,812,"",HIGIENOPOLIS,1240000,"",61585865174303,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5426036,-46.6598078,2018,12
3550309610286,9610286,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE EMILIA,RUA EMILIA MARENGO,537,541,VILA REGENTE FEIJO,3336000,"",61549259007355,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5530623,-46.56198999999999,2018,12
