CO_UNIDADE,CO_CNES,NU_CNPJ_MANTENEDORA,TP_PFPJ,NIVEL_DEP,NO_RAZAO_SOCIAL,NO_FANTASIA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_CPF,NU_CNPJ,CO_ATIVIDADE,CO_CLIENTELA,TP_UNIDADE,CO_ESTADO_GESTOR,CO_MUNICIPIO_GESTOR,TP_ESTAB_SEMPRE_ABERTO,CO_TIPO_UNIDADE,NO_FANTASIA_ABREV,TP_GESTAO,competencia,LATITUDE,LONGITUDE,ano,mes
3550309710728,9710728,"",3,1,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO 2020 VEREADOR JOSE DINIZ,AVENIDA VEREADOR JOSE DINIZ,3697,"",AVENIDA VEREADOR JOS,4603003,"",61412110092505,4,3,43,35,355030,N,"","",M,2021-12-01,-23.615897,-46.673983,2021,12
3550309719520,9719520,"",3,1,EMPREENDIMENTOS PAGUE MENOS SA,FARMACIAS PAGUE MENOS TUCURUVI,AV NOVA CANTAREIRA,296,"",TUCURUVI,2330000,"",6626253103635,3,3,43,35,355030,N,"","",M,2021-12-01,-23.4878673,-46.6214922,2021,12
3550309719466,9719466,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 917,BARAO DE LIMEIRA,1038,"",CAMPOS ELISEOS,1202002,"",6626253091793,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5325726,-46.6488483,2021,12
3550309719466,9719466,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 917,BARAO DE LIMEIRA,1038,"",CAMPOS ELISEOS,1202002,"",6626253091793,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5325726,-46.6488483,2021,12
3550309719385,9719385,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 634,RUA JULIO DE CASTILHOS,978,"",BELENZINHO,3059005,"",6626253063404,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5406273,-46.5915782,2021,12
3550309719385,9719385,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 634,RUA JULIO DE CASTILHOS,978,"",BELENZINHO,3059005,"",6626253063404,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5406273,-46.5915782,2021,12
3550309719644,9719644,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 1079,AGUA FRIA,772,774 E 778,AGUA FRIA,2332000,"",6626253107975,4,3,43,35,355030,N,"","",M,2021-12-01,-23.4818962,-46.6217262,2021,12
3550309719644,9719644,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 1079,AGUA FRIA,772,774 E 778,AGUA FRIA,2332000,"",6626253107975,4,3,43,35,355030,N,"","",M,2021-12-01,-23.4818962,-46.6217262,2021,12
3550309719644,9719644,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 1079,AGUA FRIA,772,774 E 778,AGUA FRIA,2332000,"",6626253107975,4,3,43,35,355030,N,"","",M,2021-12-01,-23.4818962,-46.6217262,2021,12
3550309610278,9610278,"",3,1,RAIA DROGASIL S A,DROGA RAIA 2988 SP BROOKLIN NOVO C,PADRE ANTONIO JOSE DOS SANTOS,281,"",CIDADE MONCOES,4563010,"",61585865219269,4,1,43,35,355030,N,"","",M,2021-12-01,-23.6141537,-46.68222919999999,2021,12
3550309610278,9610278,"",3,1,RAIA DROGASIL S A,DROGA RAIA 2988 SP BROOKLIN NOVO C,PADRE ANTONIO JOSE DOS SANTOS,281,"",CIDADE MONCOES,4563010,"",61585865219269,4,1,43,35,355030,N,"","",M,2021-12-01,-23.6141537,-46.68222919999999,2021,12
3550309602305,9602305,"",3,1,RAIA DROGASIL S A,RAIA LAPA B,AFONSO SARDINHA,13,"",LAPA,5076000,"",61585865073205,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5224261,-46.7042344,2021,12
3550309602305,9602305,"",3,1,RAIA DROGASIL S A,RAIA LAPA B,AFONSO SARDINHA,13,"",LAPA,5076000,"",61585865073205,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5224261,-46.7042344,2021,12
3550309601074,9601074,"",3,1,RAIA DROGASIL S A,DROGASIL CIDADE JARDIM 1,DR MARIO FERRAZ,247,"",JARDIM AMERICA,1453010,"",61585865020691,4,3,43,35,355030,S,"","",M,2021-12-01,-23.5827481,-46.686348,2021,12
3550309601074,9601074,"",3,1,RAIA DROGASIL S A,DROGASIL CIDADE JARDIM 1,DR MARIO FERRAZ,247,"",JARDIM AMERICA,1453010,"",61585865020691,4,3,43,35,355030,S,"","",M,2021-12-01,-23.5827481,-46.686348,2021,12
3550309602275,9602275,"",3,1,RAIA DROGASIL S A,DROGASIL VILA OLIMPIA 3,JOAO CACHOEIRA,1244,1246,VILA NOVA CONCEICAO,4535005,"",61585865170740,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5912455,-46.6759832,2021,12
3550309602275,9602275,"",3,1,RAIA DROGASIL S A,DROGASIL VILA OLIMPIA 3,JOAO CACHOEIRA,1244,1246,VILA NOVA CONCEICAO,4535005,"",61585865170740,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5912455,-46.6759832,2021,12
3550309602151,9602151,"",3,1,RAIA DROGASIL S A,DROGASIL JARDIM MARAJOARA 2,RUA SOCRATES,250,"",VILA SOFIA,4671070,"",61585865172017,4,1,43,35,355030,N,"","",M,2021-12-01,-23.6566642,-46.69169600000001,2021,12
3550309602151,9602151,"",3,1,RAIA DROGASIL S A,DROGASIL JARDIM MARAJOARA 2,RUA SOCRATES,250,"",VILA SOFIA,4671070,"",61585865172017,4,1,43,35,355030,N,"","",M,2021-12-01,-23.6566642,-46.69169600000001,2021,12
3550309601392,9601392,"",3,1,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO 249 JUVENTUS,RUA JUVENTUS,337,"",MOOCA,3124020,"",61412110025140,4,1,43,35,355030,N,"","",M,2021-12-01,-23.5697036,-46.59161899999999,2021,12
3550309602453,9602453,"",3,1,RAIA DROGASIL S A,RAIA REAL PARQUE B,BARAO DE MELGACO,214,220 E 226,REAL PARQUE,5684030,"",61585865168338,4,3,43,35,355030,N,"","",M,2021-12-01,-23.6090573,-46.7070532,2021,12
3550309602453,9602453,"",3,1,RAIA DROGASIL S A,RAIA REAL PARQUE B,BARAO DE MELGACO,214,220 E 226,REAL PARQUE,5684030,"",61585865168338,4,3,43,35,355030,N,"","",M,2021-12-01,-23.6090573,-46.7070532,2021,12
3550309623728,9623728,"",3,1,DROGARIA SAO PAULO,DROGARIA SAO PAULO BRIGADEIRO II,AVENIDA BRIGADEIRO LUIS ANTONIO,2460,"",JARDIM PAULISTA,1402000,"",61412110094389,4,1,43,35,355030,N,"","",M,2021-12-01,-23.5688469,-46.650372,2021,12
3550309799311,9799311,"",3,1,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO,AV PAULISTA,2300,LOJA 03,BELA VISTA,1310300,"",61412110097728,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5566781,-46.6608408,2021,12
3550309799311,9799311,"",3,1,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO,AV PAULISTA,2300,LOJA 03,BELA VISTA,1310300,"",61412110097728,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5566781,-46.6608408,2021,12
3550309822593,9822593,"",3,1,DROGARIA SAO PAULO SA,DROGARIA SAO PAULO FRANCISCO MORATO II,AVENIDA PROFESSOR FRANCISCO MORATO,1070,"",BUTANTA,5513000,"",61412110099348,4,1,43,35,355030,N,"","",M,2021-12-01,-23.5796499,-46.71092609999999,2021,12
3550309719695,9719695,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 1199,RUA DA MOOCA,2095,2089 2085,MOOCA,3103003,"",6626253119981,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5546941,-46.6047912,2021,12
3550309720111,9720111,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 452,ENGENHEIRO LUIZ CARLOS BERRINI,1185,"",CIDADE MONCOES,4571010,"",6626253045252,4,3,43,35,355030,N,"","",M,2021-12-01,-23.6072989,-46.6932836,2021,12
3550309720111,9720111,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUE MENOS 452,ENGENHEIRO LUIZ CARLOS BERRINI,1185,"",CIDADE MONCOES,4571010,"",6626253045252,4,3,43,35,355030,N,"","",M,2021-12-01,-23.6072989,-46.6932836,2021,12
3550309719369,9719369,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUEMENOS 207,AVENIDA LAVANDISCA,605,"",MOEMA,4515011,"",6626253020772,4,3,43,35,355030,N,"","",M,2021-12-01,-23.6025232,-46.66431799999999,2021,12
3550309719369,9719369,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUEMENOS 207,AVENIDA LAVANDISCA,605,"",MOEMA,4515011,"",6626253020772,4,3,43,35,355030,N,"","",M,2021-12-01,-23.6025232,-46.66431799999999,2021,12
3550309719369,9719369,"",3,1,EMPREENDIMENTOS PAGUE MENOS S A,FARMACIAS PAGUEMENOS 207,AVENIDA LAVANDISCA,605,"",MOEMA,4515011,"",6626253020772,4,3,43,35,355030,N,"","",M,2021-12-01,-23.6025232,-46.66431799999999,2021,12
3550309721908,9721908,"",3,1,FARMACIA BOTANICA A NATUREZA LTDA ME,FARMACIA A NATUREZA,RUA JOAQUIM MACHADO,147,TERREO,LAPA,5050010,"",52871449000129,4,1,43,35,355030,N,"","",M,2021-12-01,-23.5218313,-46.7018587,2021,12
3550309623752,9623752,"",3,1,DROGARIA SAO PAULO,DROGARIA SAO PAULO VILA NOVA CONCEICAO III,R AFONSO BRAZ,337,"",VILA NOVA CONCEICAO,4511011,"",61412110094460,4,1,43,35,355030,N,"","",M,2021-12-01,-23.5958499,-46.6671203,2021,12
3550309602127,9602127,"",3,1,RAIA DROGASIL S A,DROGASIL CIDADE ADEMAR 1,AVENIDA CUPECE,2756,2768,JARDIM PRUDENCIA,4366000,"",61585865162054,4,1,43,35,355030,N,"","",M,2021-12-01,-23.6654045,-46.6584832,2021,12
3550309602127,9602127,"",3,1,RAIA DROGASIL S A,DROGASIL CIDADE ADEMAR 1,AVENIDA CUPECE,2756,2768,JARDIM PRUDENCIA,4366000,"",61585865162054,4,1,43,35,355030,N,"","",M,2021-12-01,-23.6654045,-46.6584832,2021,12
3550303554481,3554481,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX DRS I GRANDE SAO PAULO VILA MARIANA,AV DR ALTINO ARANTES,1344,"",VILA CLEMENTINO,4042005,"","",4,3,43,35,355030,N,"","",E,2021-12-01,-23.6022086,-46.6498856,2021,12
3550309637117,9637117,"",3,1,DROGARIA FARMA PAULISTA,FARMELHOR,ALAMEDA JOAQUIM EUGENIO DE LIMA,1289,"",JARDIM PAULISTA,1403003,"",10442116000134,4,"",43,35,355030,N,"","",M,2021-12-01,-23.5714647,-46.6558956,2021,12
3550306277373,6277373,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX EMILIO RIBAS SAO PAULO,AV DR ARNALDO,165,"",CERQUEIRA CESAR,1246900,"","",4,2,43,35,355030,S,"","",E,2021-12-01,-23.5558033,-46.6675382,2021,12
3550300147354,147354,"",3,1,RAIA DROGASIL S A,DROGA RAIA 148 SP ACLIMACAO A,DA ACLIMACAO,815,817,ACLIMACAO,1531001,"",61585865072225,4,3,43,35,355030,S,"","",M,2021-12-01,-23.5700571,-46.6326542,2021,12
3550300147354,147354,"",3,1,RAIA DROGASIL S A,DROGA RAIA 148 SP ACLIMACAO A,DA ACLIMACAO,815,817,ACLIMACAO,1531001,"",61585865072225,4,3,43,35,355030,S,"","",M,2021-12-01,-23.5730832,-46.6319784,2021,12
3550300425206,425206,"",3,1,RAIA DROGASIL S A,RAIA VILA FORMOSA C,RENATA,S/N,"",CHACARA BELENZINHO,3377000,"",61585865066411,4,3,43,35,355030,N,"","",M,2021-12-01,-23.574028,-46.5412314,2021,12
3550300425206,425206,"",3,1,RAIA DROGASIL S A,RAIA VILA FORMOSA C,RENATA,S/N,"",CHACARA BELENZINHO,3377000,"",61585865066411,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5721412,-46.540633,2021,12
3550309602267,9602267,"",3,1,RAIA DROGASIL S A,DROGASIL VILA NOVA CONCEICAO 2,JOAO LOURENCO,331,"",VILA NOVA CONCEICAO,4508030,"",61585865173412,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5910162,-46.6679059,2021,12
3550309602267,9602267,"",3,1,RAIA DROGASIL S A,DROGASIL VILA NOVA CONCEICAO 2,JOAO LOURENCO,331,"",VILA NOVA CONCEICAO,4508030,"",61585865173412,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5910162,-46.6679059,2021,12
3550300308684,308684,"",3,1,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO 2095 VILA ROMANA I,RUA CLELIA,1547,"",AGUA BRANCA,5042000,"",61412110104520,4,3,43,35,355030,N,"","",M,2021-12-01,-23.5251978,-46.6976155,2021,12
